id,name,score1,score2
5127,Student_5127,98,65
5128,Student_5128,52,59
5129,Student_5129,77,91
5130,Student_5130,91,53
5131,Student_5131,97,56
5132,Student_5132,89,96
5133,Student_5133,64,86
5134,Student_5134,56,64
5135,Student_5135,95,92
5136,Student_5136,77,73
5137,Student_5137,52,76
5138,Student_5138,95,73
5139,Student_5139,85,64
5140,Student_5140,58,71
5141,Student_5141,78,55
5142,Student_5142,97,70
5143,Student_5143,80,74
5144,Student_5144,96,81
5145,Student_5145,92,72
5146,Student_5146,61,94
5147,Student_5147,84,86
5148,Student_5148,63,77
5149,Student_5149,56,98
5150,Student_5150,50,69
5151,Student_5151,59,59
5152,Student_5152,51,74
5153,Student_5153,99,93
5154,Student_5154,66,68
5155,Student_5155,72,79
5156,Student_5156,77,93
5157,Student_5157,94,84
5158,Student_5158,94,91
5159,Student_5159,93,91
5160,Student_5160,84,52
5161,Student_5161,97,62
5162,Student_5162,79,96
5163,Student_5163,78,88
5164,Student_5164,85,85
5165,Student_5165,62,70
5166,Student_5166,70,77
5167,Student_5167,86,67
5168,Student_5168,100,100
5169,Student_5169,75,82
5170,Student_5170,74,71
5171,Student_5171,84,73
5172,Student_5172,92,81
5173,Student_5173,68,89
5174,Student_5174,82,82
5175,Student_5175,62,99
5176,Student_5176,77,73
5177,Student_5177,55,54
5178,Student_5178,89,68
5179,Student_5179,66,91
5180,Student_5180,50,81
5181,Student_5181,61,56
5182,Student_5182,76,64
5183,Student_5183,77,85
5184,Student_5184,97,59
5185,Student_5185,63,66
5186,Student_5186,56,51
5187,Student_5187,51,97
5188,Student_5188,60,91
5189,Student_5189,81,90
5190,Student_5190,51,52
5191,Student_5191,50,98
5192,Student_5192,72,75
5193,Student_5193,78,62
5194,Student_5194,100,94
5195,Student_5195,50,72
5196,Student_5196,61,78
5197,Student_5197,94,51
5198,Student_5198,64,93
5199,Student_5199,57,55
5200,Student_5200,81,54
5201,Student_5201,87,83
5202,Student_5202,97,92
5203,Student_5203,52,54
5204,Student_5204,97,64
5205,Student_5205,100,65
5206,Student_5206,52,59
5207,Student_5207,79,60
5208,Student_5208,100,98
5209,Student_5209,79,56
5210,Student_5210,72,59
5211,Student_5211,56,57
5212,Student_5212,64,83
5213,Student_5213,66,82
5214,Student_5214,57,50
5215,Student_5215,100,57
5216,Student_5216,52,94
5217,Student_5217,86,69
5218,Student_5218,67,90
5219,Student_5219,74,64
5220,Student_5220,75,92
5221,Student_5221,97,66
5222,Student_5222,97,54
5223,Student_5223,97,72
5224,Student_5224,88,86
5225,Student_5225,66,96
5226,Student_5226,99,78
5227,Student_5227,81,76
5228,Student_5228,82,93
5229,Student_5229,54,55
5230,Student_5230,51,67
5231,Student_5231,54,83
5232,Student_5232,61,90
5233,Student_5233,52,64
5234,Student_5234,81,88
5235,Student_5235,53,88
5236,Student_5236,100,86
5237,Student_5237,70,57
5238,Student_5238,66,59
5239,Student_5239,86,65
5240,Student_5240,66,61
5241,Student_5241,90,76
5242,Student_5242,79,69
5243,Student_5243,67,75
5244,Student_5244,66,66
5245,Student_5245,91,98
5246,Student_5246,58,99
5247,Student_5247,82,63
5248,Student_5248,78,59
5249,Student_5249,95,94
5250,Student_5250,86,67
5251,Student_5251,61,73
5252,Student_5252,72,68
5253,Student_5253,95,95
5254,Student_5254,83,88
5255,Student_5255,55,51
5256,Student_5256,77,56
5257,Student_5257,59,81
5258,Student_5258,69,82
5259,Student_5259,96,53
5260,Student_5260,71,70
5261,Student_5261,65,95
5262,Student_5262,69,81
5263,Student_5263,74,55
5264,Student_5264,87,52
5265,Student_5265,87,92
5266,Student_5266,56,87
5267,Student_5267,90,99
5268,Student_5268,95,97
5269,Student_5269,97,83
5270,Student_5270,65,92
5271,Student_5271,57,100
5272,Student_5272,58,80
5273,Student_5273,65,91
5274,Student_5274,53,98
5275,Student_5275,74,83
5276,Student_5276,69,62
5277,Student_5277,75,93
5278,Student_5278,95,54
5279,Student_5279,71,92
5280,Student_5280,52,82
5281,Student_5281,91,73
5282,Student_5282,61,51
5283,Student_5283,96,89
5284,Student_5284,92,54
5285,Student_5285,92,64
5286,Student_5286,58,60
5287,Student_5287,84,71
5288,Student_5288,81,70
5289,Student_5289,88,61
5290,Student_5290,58,59
5291,Student_5291,53,73
5292,Student_5292,85,66
5293,Student_5293,56,100
5294,Student_5294,92,71
5295,Student_5295,74,79
5296,Student_5296,59,61
5297,Student_5297,64,71
5298,Student_5298,79,84
5299,Student_5299,76,81
5300,Student_5300,69,77
5301,Student_5301,90,67
5302,Student_5302,82,78
5303,Student_5303,55,93
5304,Student_5304,87,56
5305,Student_5305,90,76
5306,Student_5306,58,80
5307,Student_5307,53,100
5308,Student_5308,64,90
5309,Student_5309,89,55
5310,Student_5310,62,98
5311,Student_5311,67,96
5312,Student_5312,70,64
5313,Student_5313,76,62
5314,Student_5314,59,99
5315,Student_5315,62,81
5316,Student_5316,77,59
5317,Student_5317,83,53
5318,Student_5318,73,65
5319,Student_5319,95,71
5320,Student_5320,50,52
5321,Student_5321,76,72
5322,Student_5322,66,87
5323,Student_5323,82,61
5324,Student_5324,70,88
5325,Student_5325,92,66
5326,Student_5326,79,82
5327,Student_5327,97,72
5328,Student_5328,53,50
5329,Student_5329,60,52
5330,Student_5330,85,74
5331,Student_5331,91,89
5332,Student_5332,64,89
5333,Student_5333,51,73
5334,Student_5334,78,68
5335,Student_5335,68,69
5336,Student_5336,72,75
5337,Student_5337,97,71
5338,Student_5338,78,72
5339,Student_5339,59,54
5340,Student_5340,90,91
5341,Student_5341,79,58
5342,Student_5342,70,87
5343,Student_5343,82,62
5344,Student_5344,79,67
5345,Student_5345,66,80
5346,Student_5346,89,100
5347,Student_5347,71,59
5348,Student_5348,79,66
5349,Student_5349,94,76
5350,Student_5350,55,88
5351,Student_5351,72,99
5352,Student_5352,83,80
5353,Student_5353,53,54
5354,Student_5354,86,72
5355,Student_5355,81,53
5356,Student_5356,52,88
5357,Student_5357,60,50
5358,Student_5358,66,84
5359,Student_5359,85,63
5360,Student_5360,83,95
5361,Student_5361,96,50
5362,Student_5362,76,95
5363,Student_5363,62,84
5364,Student_5364,92,94
5365,Student_5365,52,96
5366,Student_5366,57,58
5367,Student_5367,81,96
5368,Student_5368,55,72
5369,Student_5369,82,79
5370,Student_5370,63,90
5371,Student_5371,68,70
5372,Student_5372,68,97
5373,Student_5373,53,94
5374,Student_5374,51,78
5375,Student_5375,50,78
5376,Student_5376,53,82
5377,Student_5377,62,77
5378,Student_5378,79,77
5379,Student_5379,54,60
5380,Student_5380,93,55
5381,Student_5381,53,69
5382,Student_5382,77,50
5383,Student_5383,58,64
5384,Student_5384,94,84
5385,Student_5385,70,58
5386,Student_5386,100,61
5387,Student_5387,81,65
5388,Student_5388,57,71
5389,Student_5389,77,81
5390,Student_5390,83,91
5391,Student_5391,64,82
5392,Student_5392,71,89
5393,Student_5393,57,75
5394,Student_5394,72,50
5395,Student_5395,53,68
5396,Student_5396,63,82
5397,Student_5397,53,69
5398,Student_5398,83,62
5399,Student_5399,67,65
5400,Student_5400,71,62
5401,Student_5401,76,66
5402,Student_5402,56,61
5403,Student_5403,96,61
5404,Student_5404,81,94
5405,Student_5405,78,87
5406,Student_5406,95,100
5407,Student_5407,68,64
5408,Student_5408,53,91
5409,Student_5409,67,100
5410,Student_5410,82,70
5411,Student_5411,66,97
5412,Student_5412,64,65
5413,Student_5413,67,85
5414,Student_5414,56,59
5415,Student_5415,54,75
5416,Student_5416,70,98
5417,Student_5417,84,77
5418,Student_5418,75,63
5419,Student_5419,66,51
5420,Student_5420,83,55
5421,Student_5421,79,94
5422,Student_5422,65,97
5423,Student_5423,87,51
5424,Student_5424,74,60
5425,Student_5425,51,97
5426,Student_5426,99,86
5427,Student_5427,95,92
5428,Student_5428,93,52
5429,Student_5429,79,96
5430,Student_5430,59,72
5431,Student_5431,73,77
5432,Student_5432,58,78
5433,Student_5433,81,50
5434,Student_5434,91,66
5435,Student_5435,98,79
5436,Student_5436,76,98
5437,Student_5437,85,82
5438,Student_5438,54,54
5439,Student_5439,51,91
5440,Student_5440,58,71
5441,Student_5441,87,89
5442,Student_5442,51,88
5443,Student_5443,100,60
5444,Student_5444,90,57
5445,Student_5445,71,73
5446,Student_5446,73,89
5447,Student_5447,53,75
5448,Student_5448,68,52
5449,Student_5449,87,100
5450,Student_5450,57,87
5451,Student_5451,66,52
5452,Student_5452,59,78
5453,Student_5453,83,66
5454,Student_5454,100,95
5455,Student_5455,87,63
5456,Student_5456,71,85
5457,Student_5457,80,87
5458,Student_5458,84,59
5459,Student_5459,57,51
5460,Student_5460,100,54
5461,Student_5461,80,50
5462,Student_5462,69,99
5463,Student_5463,74,55
5464,Student_5464,100,94
5465,Student_5465,59,99
5466,Student_5466,96,65
5467,Student_5467,73,79
5468,Student_5468,86,79
5469,Student_5469,96,83
5470,Student_5470,71,57
5471,Student_5471,57,70
5472,Student_5472,79,54
5473,Student_5473,58,54
5474,Student_5474,78,55
5475,Student_5475,66,59
5476,Student_5476,50,56
5477,Student_5477,99,59
5478,Student_5478,66,93
5479,Student_5479,92,59
5480,Student_5480,73,94
5481,Student_5481,84,54
5482,Student_5482,92,77
5483,Student_5483,86,66
5484,Student_5484,99,94
5485,Student_5485,54,66
5486,Student_5486,61,58
5487,Student_5487,92,61
5488,Student_5488,94,76
5489,Student_5489,86,62
5490,Student_5490,74,59
5491,Student_5491,71,72
5492,Student_5492,88,75
5493,Student_5493,68,55
5494,Student_5494,55,50
5495,Student_5495,88,93
5496,Student_5496,100,85
5497,Student_5497,53,73
5498,Student_5498,84,70
5499,Student_5499,97,57
5500,Student_5500,51,100
5501,Student_5501,74,82
5502,Student_5502,54,82
5503,Student_5503,82,60
5504,Student_5504,88,87
5505,Student_5505,80,68
5506,Student_5506,75,97
5507,Student_5507,62,100
5508,Student_5508,62,55
5509,Student_5509,62,55
5510,Student_5510,73,52
5511,Student_5511,53,82
5512,Student_5512,89,75
5513,Student_5513,93,59
5514,Student_5514,100,66
5515,Student_5515,84,58
5516,Student_5516,88,59
5517,Student_5517,56,84
5518,Student_5518,58,73
5519,Student_5519,86,86
5520,Student_5520,99,60
5521,Student_5521,75,71
5522,Student_5522,53,59
5523,Student_5523,87,63
5524,Student_5524,63,91
5525,Student_5525,52,78
5526,Student_5526,78,83
5527,Student_5527,56,81
5528,Student_5528,63,81
5529,Student_5529,66,52
5530,Student_5530,61,51
5531,Student_5531,75,95
5532,Student_5532,86,58
5533,Student_5533,50,69
5534,Student_5534,83,88
5535,Student_5535,50,59
5536,Student_5536,63,55
5537,Student_5537,70,94
5538,Student_5538,79,66
5539,Student_5539,98,99
5540,Student_5540,60,55
5541,Student_5541,87,78
5542,Student_5542,93,89
5543,Student_5543,96,83
5544,Student_5544,94,85
5545,Student_5545,76,65
5546,Student_5546,88,60
5547,Student_5547,64,52
5548,Student_5548,92,62
5549,Student_5549,80,56
5550,Student_5550,63,69
5551,Student_5551,74,56
5552,Student_5552,59,97
5553,Student_5553,81,55
5554,Student_5554,72,76
5555,Student_5555,57,97
5556,Student_5556,97,56
5557,Student_5557,82,68
5558,Student_5558,61,53
5559,Student_5559,55,64
5560,Student_5560,56,93
5561,Student_5561,87,76
5562,Student_5562,90,88
5563,Student_5563,77,77
5564,Student_5564,97,55
5565,Student_5565,75,56
5566,Student_5566,65,99
5567,Student_5567,79,51
5568,Student_5568,99,65
5569,Student_5569,90,77
5570,Student_5570,66,59
5571,Student_5571,62,68
5572,Student_5572,71,100
5573,Student_5573,79,73
5574,Student_5574,71,85
5575,Student_5575,99,70
5576,Student_5576,61,99
5577,Student_5577,52,69
5578,Student_5578,87,66
5579,Student_5579,62,66
5580,Student_5580,89,93
5581,Student_5581,56,83
5582,Student_5582,68,82
5583,Student_5583,71,52
5584,Student_5584,52,79
5585,Student_5585,76,69
5586,Student_5586,94,74
5587,Student_5587,69,52
5588,Student_5588,64,66
5589,Student_5589,71,63
5590,Student_5590,68,54
5591,Student_5591,76,69
5592,Student_5592,89,78
5593,Student_5593,76,56
5594,Student_5594,56,51
5595,Student_5595,69,82
5596,Student_5596,50,70
5597,Student_5597,77,53
5598,Student_5598,86,58
5599,Student_5599,68,92
5600,Student_5600,62,50
5601,Student_5601,64,64
5602,Student_5602,94,86
5603,Student_5603,50,77
5604,Student_5604,50,91
5605,Student_5605,62,74
5606,Student_5606,97,88
5607,Student_5607,69,64
5608,Student_5608,51,52
5609,Student_5609,52,77
5610,Student_5610,65,54
5611,Student_5611,53,91
5612,Student_5612,83,56
5613,Student_5613,75,74
5614,Student_5614,63,75
5615,Student_5615,80,72
5616,Student_5616,51,70
5617,Student_5617,58,57
5618,Student_5618,94,93
5619,Student_5619,56,52
5620,Student_5620,54,51
5621,Student_5621,68,75
5622,Student_5622,53,91
5623,Student_5623,83,77
5624,Student_5624,56,63
5625,Student_5625,70,94
5626,Student_5626,84,100
5627,Student_5627,65,98
5628,Student_5628,63,99
5629,Student_5629,84,52
5630,Student_5630,85,83
5631,Student_5631,95,87
5632,Student_5632,91,57
5633,Student_5633,94,75
5634,Student_5634,70,87
5635,Student_5635,99,94
5636,Student_5636,61,73
5637,Student_5637,71,89
5638,Student_5638,73,55
5639,Student_5639,63,88
5640,Student_5640,78,59
5641,Student_5641,67,72
5642,Student_5642,93,74
5643,Student_5643,93,78
5644,Student_5644,96,56
5645,Student_5645,92,88
5646,Student_5646,60,88
5647,Student_5647,63,72
5648,Student_5648,57,98
5649,Student_5649,99,92
5650,Student_5650,99,64
5651,Student_5651,64,90
5652,Student_5652,91,59
5653,Student_5653,77,100
5654,Student_5654,78,53
5655,Student_5655,78,88
5656,Student_5656,87,70
5657,Student_5657,66,51
5658,Student_5658,66,96
5659,Student_5659,82,97
5660,Student_5660,75,75
5661,Student_5661,79,75
5662,Student_5662,97,57
5663,Student_5663,54,99
5664,Student_5664,70,62
5665,Student_5665,99,100
5666,Student_5666,94,72
5667,Student_5667,67,60
5668,Student_5668,95,87
5669,Student_5669,53,51
5670,Student_5670,98,52
5671,Student_5671,56,55
5672,Student_5672,74,97
5673,Student_5673,87,62
5674,Student_5674,52,88
5675,Student_5675,56,87
5676,Student_5676,96,99
5677,Student_5677,96,73
5678,Student_5678,67,89
5679,Student_5679,84,62
5680,Student_5680,53,84
5681,Student_5681,88,100
5682,Student_5682,63,74
5683,Student_5683,78,61
5684,Student_5684,76,73
5685,Student_5685,65,92
5686,Student_5686,54,81
5687,Student_5687,83,99
5688,Student_5688,63,68
5689,Student_5689,91,58
5690,Student_5690,90,98
5691,Student_5691,54,67
5692,Student_5692,98,76
5693,Student_5693,99,90
5694,Student_5694,67,60
5695,Student_5695,93,70
5696,Student_5696,52,89
5697,Student_5697,71,84
5698,Student_5698,66,90
5699,Student_5699,76,64
5700,Student_5700,65,63
5701,Student_5701,58,74
5702,Student_5702,89,67
5703,Student_5703,93,52
5704,Student_5704,56,62
5705,Student_5705,52,76
5706,Student_5706,96,64
5707,Student_5707,55,74
5708,Student_5708,67,53
5709,Student_5709,68,63
5710,Student_5710,65,86
5711,Student_5711,91,78
5712,Student_5712,54,75
5713,Student_5713,77,77
5714,Student_5714,81,73
5715,Student_5715,52,83
5716,Student_5716,90,89
5717,Student_5717,57,65
5718,Student_5718,91,87
5719,Student_5719,50,94
5720,Student_5720,67,58
5721,Student_5721,100,73
5722,Student_5722,52,68
5723,Student_5723,53,58
5724,Student_5724,55,74
5725,Student_5725,76,62
5726,Student_5726,79,62
5727,Student_5727,71,88
5728,Student_5728,91,75
5729,Student_5729,64,85
5730,Student_5730,83,62
5731,Student_5731,60,75
5732,Student_5732,61,94
5733,Student_5733,73,62
5734,Student_5734,80,75
5735,Student_5735,54,97
5736,Student_5736,87,74
5737,Student_5737,74,62
5738,Student_5738,50,57
5739,Student_5739,53,62
5740,Student_5740,71,98
5741,Student_5741,94,99
5742,Student_5742,98,68
5743,Student_5743,74,67
5744,Student_5744,67,100
5745,Student_5745,83,51
5746,Student_5746,96,55
5747,Student_5747,90,96
5748,Student_5748,97,78
5749,Student_5749,51,71
5750,Student_5750,88,62
5751,Student_5751,77,64
5752,Student_5752,72,67
5753,Student_5753,79,92
5754,Student_5754,85,68
5755,Student_5755,88,58
5756,Student_5756,63,66
5757,Student_5757,51,64
5758,Student_5758,87,51
5759,Student_5759,61,72
5760,Student_5760,52,84
5761,Student_5761,55,88
5762,Student_5762,62,92
5763,Student_5763,84,54
5764,Student_5764,65,90
5765,Student_5765,80,64
5766,Student_5766,97,53
5767,Student_5767,83,56
5768,Student_5768,58,54
5769,Student_5769,59,80
5770,Student_5770,68,78
5771,Student_5771,61,73
5772,Student_5772,68,80
5773,Student_5773,81,75
5774,Student_5774,73,76
5775,Student_5775,97,50
5776,Student_5776,76,93
5777,Student_5777,70,60
5778,Student_5778,71,67
5779,Student_5779,64,85
5780,Student_5780,51,50
5781,Student_5781,91,65
5782,Student_5782,69,95
5783,Student_5783,93,85
5784,Student_5784,63,73
5785,Student_5785,55,94
5786,Student_5786,97,98
5787,Student_5787,60,92
5788,Student_5788,84,77
5789,Student_5789,97,63
5790,Student_5790,94,86
5791,Student_5791,94,99
5792,Student_5792,94,91
5793,Student_5793,99,70
5794,Student_5794,54,99
5795,Student_5795,71,62
5796,Student_5796,71,75
5797,Student_5797,85,91
5798,Student_5798,100,72
5799,Student_5799,99,62
5800,Student_5800,66,60
5801,Student_5801,60,54
5802,Student_5802,98,79
5803,Student_5803,94,85
5804,Student_5804,59,72
5805,Student_5805,84,51
5806,Student_5806,61,64
5807,Student_5807,61,62
5808,Student_5808,84,79
5809,Student_5809,90,89
5810,Student_5810,95,83
5811,Student_5811,76,55
5812,Student_5812,91,66
5813,Student_5813,97,87
5814,Student_5814,69,71
5815,Student_5815,99,73
5816,Student_5816,77,83
5817,Student_5817,57,75
5818,Student_5818,73,57
5819,Student_5819,97,99
5820,Student_5820,55,73
5821,Student_5821,99,67
5822,Student_5822,55,71
5823,Student_5823,93,78
5824,Student_5824,95,95
5825,Student_5825,69,88
5826,Student_5826,96,85
5827,Student_5827,50,59
5828,Student_5828,77,54
5829,Student_5829,50,84
5830,Student_5830,64,88
5831,Student_5831,73,91
5832,Student_5832,84,64
5833,Student_5833,77,51
5834,Student_5834,94,85
5835,Student_5835,78,62
5836,Student_5836,93,51
5837,Student_5837,77,56
5838,Student_5838,64,63
5839,Student_5839,66,74
5840,Student_5840,62,86
5841,Student_5841,54,55
5842,Student_5842,66,90
5843,Student_5843,67,56
5844,Student_5844,60,88
5845,Student_5845,89,92
5846,Student_5846,54,70
5847,Student_5847,54,63
5848,Student_5848,69,65
5849,Student_5849,54,65
5850,Student_5850,72,70
5851,Student_5851,77,56
5852,Student_5852,97,84
5853,Student_5853,60,89
5854,Student_5854,89,66
5855,Student_5855,78,56
5856,Student_5856,94,66
5857,Student_5857,99,71
5858,Student_5858,77,86
5859,Student_5859,83,58
5860,Student_5860,99,52
5861,Student_5861,78,77
5862,Student_5862,76,59
5863,Student_5863,50,96
5864,Student_5864,73,90
5865,Student_5865,85,60
5866,Student_5866,55,79
5867,Student_5867,100,98
5868,Student_5868,54,67
5869,Student_5869,71,84
5870,Student_5870,65,70
5871,Student_5871,78,77
5872,Student_5872,67,59
5873,Student_5873,74,54
5874,Student_5874,91,56
5875,Student_5875,78,74
5876,Student_5876,74,56
5877,Student_5877,76,71
5878,Student_5878,100,67
5879,Student_5879,90,80
5880,Student_5880,61,52
5881,Student_5881,55,84
5882,Student_5882,57,99
5883,Student_5883,57,78
5884,Student_5884,64,63
5885,Student_5885,73,75
5886,Student_5886,92,76
5887,Student_5887,84,51
5888,Student_5888,83,67
5889,Student_5889,52,97
5890,Student_5890,59,95
5891,Student_5891,80,58
5892,Student_5892,57,96
5893,Student_5893,100,51
5894,Student_5894,67,94
5895,Student_5895,76,91
5896,Student_5896,74,75
5897,Student_5897,58,55
5898,Student_5898,57,53
5899,Student_5899,95,66
5900,Student_5900,66,91
5901,Student_5901,75,61
5902,Student_5902,74,85
5903,Student_5903,91,55
5904,Student_5904,98,72
5905,Student_5905,92,97
5906,Student_5906,86,62
5907,Student_5907,85,68
5908,Student_5908,94,53
5909,Student_5909,72,95
5910,Student_5910,84,90
5911,Student_5911,85,82
5912,Student_5912,88,72
5913,Student_5913,71,81
5914,Student_5914,76,94
5915,Student_5915,93,99
5916,Student_5916,98,72
5917,Student_5917,80,55
5918,Student_5918,61,61
5919,Student_5919,54,51
5920,Student_5920,86,86
5921,Student_5921,74,98
5922,Student_5922,84,62
5923,Student_5923,71,51
5924,Student_5924,55,63
5925,Student_5925,67,70
5926,Student_5926,69,50
5927,Student_5927,98,61
5928,Student_5928,80,74
5929,Student_5929,70,57
5930,Student_5930,72,78
5931,Student_5931,82,60
5932,Student_5932,84,93
5933,Student_5933,85,73
5934,Student_5934,72,58
5935,Student_5935,98,65
5936,Student_5936,56,65
5937,Student_5937,77,77
5938,Student_5938,52,64
5939,Student_5939,73,62
5940,Student_5940,86,89
5941,Student_5941,93,77
5942,Student_5942,62,69
5943,Student_5943,96,64
5944,Student_5944,71,71
5945,Student_5945,95,57
5946,Student_5946,94,50
5947,Student_5947,63,70
5948,Student_5948,60,82
5949,Student_5949,63,88
5950,Student_5950,86,72
5951,Student_5951,61,80
5952,Student_5952,76,58
5953,Student_5953,77,76
5954,Student_5954,74,79
5955,Student_5955,59,94
5956,Student_5956,96,88
5957,Student_5957,71,71
5958,Student_5958,56,95
5959,Student_5959,65,61
5960,Student_5960,53,67
5961,Student_5961,89,62
5962,Student_5962,63,54
5963,Student_5963,51,97
5964,Student_5964,56,98
5965,Student_5965,85,65
5966,Student_5966,97,56
5967,Student_5967,81,79
5968,Student_5968,73,73
5969,Student_5969,81,51
5970,Student_5970,86,70
5971,Student_5971,92,55
5972,Student_5972,83,92
5973,Student_5973,77,87
5974,Student_5974,99,74
5975,Student_5975,59,80
5976,Student_5976,87,99
5977,Student_5977,62,78
5978,Student_5978,62,93
5979,Student_5979,63,78
5980,Student_5980,69,88
5981,Student_5981,68,53
5982,Student_5982,87,63
5983,Student_5983,59,82
5984,Student_5984,81,58
5985,Student_5985,52,55
5986,Student_5986,74,52
5987,Student_5987,92,62
5988,Student_5988,73,51
5989,Student_5989,76,63
5990,Student_5990,53,86
5991,Student_5991,74,63
5992,Student_5992,56,53
5993,Student_5993,80,55
5994,Student_5994,89,88
5995,Student_5995,66,67
5996,Student_5996,53,60
5997,Student_5997,83,99
5998,Student_5998,63,73
5999,Student_5999,59,75
6000,Student_6000,75,78
6001,Student_6001,82,55
6002,Student_6002,58,67
6003,Student_6003,50,54
6004,Student_6004,91,93
6005,Student_6005,57,72
6006,Student_6006,75,98
6007,Student_6007,79,91
6008,Student_6008,73,62
6009,Student_6009,67,68
6010,Student_6010,64,80
6011,Student_6011,79,61
6012,Student_6012,79,65
6013,Student_6013,93,100
6014,Student_6014,82,57
6015,Student_6015,83,51
6016,Student_6016,100,67
6017,Student_6017,100,84
6018,Student_6018,86,87
6019,Student_6019,88,86
6020,Student_6020,70,96
6021,Student_6021,76,82
6022,Student_6022,73,95
6023,Student_6023,73,98
6024,Student_6024,60,65
6025,Student_6025,84,92
6026,Student_6026,72,95
6027,Student_6027,55,56
6028,Student_6028,81,85
6029,Student_6029,99,96
6030,Student_6030,73,62
6031,Student_6031,81,84
6032,Student_6032,61,57
6033,Student_6033,72,75
6034,Student_6034,58,77
6035,Student_6035,92,74
6036,Student_6036,78,84
6037,Student_6037,72,95
6038,Student_6038,56,97
6039,Student_6039,98,53
6040,Student_6040,78,79
6041,Student_6041,62,50
6042,Student_6042,53,84
6043,Student_6043,88,51
6044,Student_6044,86,96
6045,Student_6045,60,83
6046,Student_6046,55,88
6047,Student_6047,54,52
6048,Student_6048,61,90
6049,Student_6049,66,85
6050,Student_6050,84,90
6051,Student_6051,81,91
6052,Student_6052,60,56
6053,Student_6053,64,57
6054,Student_6054,50,77
6055,Student_6055,64,58
6056,Student_6056,61,94
6057,Student_6057,52,75
6058,Student_6058,100,96
6059,Student_6059,83,82
6060,Student_6060,71,59
6061,Student_6061,92,91
6062,Student_6062,54,56
6063,Student_6063,76,52
6064,Student_6064,82,87
6065,Student_6065,76,93
6066,Student_6066,53,95
6067,Student_6067,83,73
6068,Student_6068,60,80
6069,Student_6069,53,63
6070,Student_6070,76,85
6071,Student_6071,70,75
6072,Student_6072,67,60
6073,Student_6073,84,87
6074,Student_6074,98,54
6075,Student_6075,80,95
6076,Student_6076,57,70
6077,Student_6077,94,62
6078,Student_6078,83,80
6079,Student_6079,100,100
6080,Student_6080,84,76
6081,Student_6081,97,97
6082,Student_6082,50,79
6083,Student_6083,56,77
6084,Student_6084,62,85
6085,Student_6085,87,52
6086,Student_6086,70,100
6087,Student_6087,84,69
6088,Student_6088,62,61
6089,Student_6089,98,89
6090,Student_6090,52,77
6091,Student_6091,52,100
6092,Student_6092,95,79
6093,Student_6093,59,57
6094,Student_6094,78,65
6095,Student_6095,81,61
6096,Student_6096,100,88
6097,Student_6097,51,94
6098,Student_6098,59,75
6099,Student_6099,60,93
6100,Student_6100,91,90
6101,Student_6101,54,81
6102,Student_6102,76,93
6103,Student_6103,52,100
6104,Student_6104,72,60
6105,Student_6105,93,75
6106,Student_6106,78,84
6107,Student_6107,53,74
6108,Student_6108,78,60
6109,Student_6109,77,63
6110,Student_6110,83,92
6111,Student_6111,90,88
6112,Student_6112,66,72
6113,Student_6113,61,51
6114,Student_6114,99,89
6115,Student_6115,87,50
6116,Student_6116,54,87
6117,Student_6117,55,62
6118,Student_6118,93,63
6119,Student_6119,74,70
6120,Student_6120,67,57
6121,Student_6121,86,53
6122,Student_6122,51,66
6123,Student_6123,71,96
6124,Student_6124,78,98
6125,Student_6125,62,51
6126,Student_6126,98,50
6127,Student_6127,54,82
6128,Student_6128,60,93
6129,Student_6129,99,69
6130,Student_6130,53,50
6131,Student_6131,50,99
6132,Student_6132,79,54
6133,Student_6133,83,57
6134,Student_6134,74,91
6135,Student_6135,85,82
6136,Student_6136,70,72
6137,Student_6137,61,85
6138,Student_6138,55,52
6139,Student_6139,83,61
6140,Student_6140,98,76
6141,Student_6141,51,65
6142,Student_6142,85,82
6143,Student_6143,89,85
6144,Student_6144,66,78
6145,Student_6145,82,60
6146,Student_6146,83,57
6147,Student_6147,79,90
6148,Student_6148,92,65
6149,Student_6149,70,63
6150,Student_6150,53,53
6151,Student_6151,88,75
6152,Student_6152,69,67
6153,Student_6153,60,89
6154,Student_6154,91,90
6155,Student_6155,87,69
6156,Student_6156,79,60
6157,Student_6157,83,62
6158,Student_6158,56,60
6159,Student_6159,81,51
6160,Student_6160,56,64
6161,Student_6161,85,52
6162,Student_6162,52,55
6163,Student_6163,71,90
6164,Student_6164,93,68
6165,Student_6165,85,55
6166,Student_6166,60,73
6167,Student_6167,79,74
6168,Student_6168,97,56
6169,Student_6169,83,68
6170,Student_6170,57,100
6171,Student_6171,58,71
6172,Student_6172,99,57
6173,Student_6173,58,84
6174,Student_6174,77,93
6175,Student_6175,67,77
6176,Student_6176,54,51
6177,Student_6177,81,58
6178,Student_6178,68,59
6179,Student_6179,98,84
6180,Student_6180,80,63
6181,Student_6181,56,54
6182,Student_6182,97,81
6183,Student_6183,86,86
6184,Student_6184,52,65
6185,Student_6185,90,73
6186,Student_6186,92,60
6187,Student_6187,95,100
6188,Student_6188,71,76
6189,Student_6189,68,56
6190,Student_6190,52,79
6191,Student_6191,59,75
6192,Student_6192,89,89
6193,Student_6193,79,78
6194,Student_6194,89,60
6195,Student_6195,67,69
6196,Student_6196,79,84
6197,Student_6197,88,79
6198,Student_6198,60,71
6199,Student_6199,83,61
6200,Student_6200,90,71
6201,Student_6201,99,79
6202,Student_6202,83,64
